9,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923107.2859183673,6.511151174249174E7,3.593607263907384E10,12,1,3,0,20,6,10,7
10,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923150.7959183673,6.2914388979869686E7,3.5939966651836464E10,4,1,2,5,26,11,5,5
11,0.001,0.002,0.1,0.1,0.8,0.8,0,0,0,0,0,923205.4209183673,5.049403902048874E7,3.595451737679584E10,6,3,2,2,19,7,12,5
0,0.003,0.008,0.15,0.15,0.5,0.5,29,-0.025,-0.025,0,0.2,922355.7809183671,1.5824234773753515E8,3.581363310807878E10,22,26,32,28,48,53,96,123
1,0.003,0.007,0.125,0.125,0.5,0.7,1,0,0,0,0.1,922045.165918367,1.539342209326598E8,3.580582724988365E10,15,14,27,37,42,47,80,93
2,0.002,0.006,0.125,0.125,0.5,0.8,33,-0.025,-0.025,0.2,0,922354.6559183671,1.4544770641156715E8,3.582638387440475E10,18,12,8,18,52,29,39,37
3,0.002,0.005,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922614.8459183672,1.2706733078262202E8,3.58549116600337E10,20,11,13,20,42,26,43,32
4,0.002,0.004,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922775.1709183671,1.1224166790259632E8,3.587598999791373E10,16,5,16,13,23,13,23,20
5,0.002,0.004,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922910.3459183673,1.0386473883090347E8,3.588963875198542E10,15,6,6,10,27,12,12,21
6,0.002,0.004,0.08598726114649681,0.1,0.7,0.8,18,-0.025,0,0,0,922965.7509183673,9.506428165299821E7,-8000000000000000,13,4,6,7,28,13,14,13
7,0.001,0.004,0.1,0.1,0.7,0.8,21,-0.025,0,0.1,0,922993.2859183673,8.690483234836653E7,3.5909833318467964E10,14,3,0,1,30,8,8,3
8,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923031.7759183673,7.85177464553662E7,3.5919721514360954E10,11,4,5,3,27,12,6,14
9,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923067.3159183672,7.243417927855907E7,3.5927191141537766E10,9,4,2,8,25,11,7,9
10,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923153.6159183673,5.847200402918896E7,3.594451901678713E10,4,4,0,5,17,12,11,18
11,0.001,0.002,0.1,0.1,0.8,0.8,0,0,0,0,0,923218.5659183672,5.075013593877655E7,3.595477393487755E10,10,0,2,2,15,19,3,15
0,0.003,0.008,0.15,0.15,0.5,0.5,29,-0.025,-0.025,0,0.2,922355.7809183671,1.582423477375357E8,3.581363310807878E10,22,26,32,28,48,53,96,123
1,0.003,0.007,0.125,0.125,0.5,0.7,1,0,0,0,0.1,922074.2309183672,1.4956086300462472E8,3.581133414281169E10,16,20,25,23,47,48,78,99
2,0.002,0.006,0.125,0.125,0.5,0.8,33,-0.025,-0.025,0.2,0,922299.2009183671,1.4712609665137655E8,3.582254273916494E10,22,10,13,8,48,37,41,52
3,0.002,0.005,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922581.0859183671,1.2685306235900527E8,3.585380928845731E10,14,12,19,17,32,34,47,41
4,0.002,0.004,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922777.0159183673,1.1109649019653438E8,3.587720713061979E10,14,9,11,15,23,20,21,20
5,0.002,0.004,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922936.7759183672,9.810852120641062E7,3.589642573960991E10,12,11,9,9,27,18,3,5
6,0.002,0.004,0.1,0.1,0.7,0.8,18,-0.025,0,0,0,922976.3709183672,9.56558873440555E7,3.590042257847227E10,10,5,6,11,32,16,8,11
7,0.002,0.004,0.1,0.1,0.7,0.8,1,0,0,0,0.1,922995.2759183671,8.718005485422632E7,3.590963570596209E10,12,4,3,3,25,15,11,15
8,0.001,0.003,0.1,0.1,0.7,0.8,1,0,0,0,0.1,923029.5309183672,8.105995510152602E7,3.59170917507148E10,14,6,3,5,27,12,8,14
9,0.001,0.003,0.1,0.1,0.7,0.8,1,0,0,0,0.1,923066.0559183673,6.789118304467702E7,3.5931684997771645E10,10,3,2,2,20,10,6,6
